,price,kms_driven,owner,age,power,brand
507,28500.0,30000.0,First Owner,7.0,150.0,Bajaj
508,62400.0,8100.0,First Owner,4.0,200.0,Bajaj
509,85000.0,34000.0,First Owner,9.0,350.0,Royal Enfield
510,66000.0,15000.0,First Owner,2.0,150.0,Bajaj
511,85000.0,7000.0,First Owner,2.0,160.0,TVS
512,18551.0,21832.0,First Owner,13.0,135.0,Bajaj
513,95000.0,13890.0,First Owner,3.0,200.0,TVS
514,130000.0,8500.0,First Owner,3.0,400.0,Bajaj
515,98000.0,7300.0,First Owner,7.0,350.0,Royal Enfield
516,53400.0,1500.0,First Owner,3.0,110.0,Honda
517,120000.0,8700.0,First Owner,5.0,200.0,Bajaj
518,58000.0,44580.0,First Owner,5.0,160.0,Honda
519,97000.0,10473.0,First Owner,3.0,150.0,Yamaha
520,38000.0,29451.0,First Owner,5.0,100.0,Bajaj
521,24500.0,14324.0,First Owner,6.0,125.0,Bajaj
522,129000.0,1123.0,First Owner,2.0,125.0,KTM
523,20000.0,28000.0,First Owner,9.0,150.0,Bajaj
524,123000.0,900.0,First Owner,4.0,350.0,Royal Enfield
525,62000.0,70000.0,First Owner,14.0,350.0,Royal Enfield
526,82000.0,14180.0,First Owner,7.0,150.0,Yamaha
527,24500.0,26453.0,First Owner,9.0,125.0,Honda
528,59300.0,9107.0,First Owner,3.0,150.0,Yamaha
529,41000.0,35000.0,First Owner,7.0,125.0,Hero
530,80000.0,6300.0,First Owner,3.0,150.0,Yamaha
531,93500.0,10100.0,Second Owner,7.0,500.0,Royal Enfield
540,43000.0,6336.0,First Owner,4.0,150.0,Bajaj
544,150000.0,4981.0,First Owner,6.0,390.0,KTM
545,22500.0,25431.0,First Owner,9.0,100.0,Bajaj
547,69000.0,15000.0,First Owner,3.0,180.0,Bajaj
549,75800.0,6500.0,First Owner,3.0,200.0,Bajaj
555,30000.0,22000.0,First Owner,9.0,110.0,TVS
556,225000.0,17300.0,First Owner,6.0,300.0,Benelli
557,355000.0,7400.0,First Owner,7.0,750.0,Harley-Davidson
558,58000.0,14000.0,First Owner,5.0,160.0,TVS
559,60000.0,10300.0,First Owner,5.0,150.0,Bajaj
560,75200.0,16000.0,First Owner,3.0,150.0,Suzuki
561,130000.0,6200.0,First Owner,4.0,350.0,Royal Enfield
562,26900.0,20000.0,First Owner,9.0,180.0,Bajaj
563,145000.0,15000.0,First Owner,4.0,200.0,KTM
564,154000.0,8000.0,First Owner,6.0,390.0,KTM
565,350000.0,5000.0,First Owner,5.0,750.0,Harley-Davidson
566,105000.0,20000.0,First Owner,6.0,350.0,Royal Enfield
567,260000.0,8500.0,First Owner,3.0,310.0,BMW
568,89900.0,20000.0,First Owner,6.0,350.0,Royal Enfield
569,25000.0,16000.0,First Owner,7.0,100.0,Hero
570,220000.0,12500.0,First Owner,3.0,390.0,KTM
571,150000.0,11500.0,First Owner,5.0,390.0,KTM
572,60000.0,21000.0,Second Owner,6.0,150.0,Honda
573,110000.0,37000.0,First Owner,7.0,500.0,Royal Enfield
574,42000.0,25868.0,First Owner,8.0,150.0,Honda
575,106000.0,4508.0,First Owner,4.0,150.0,Yamaha
576,34000.0,17501.0,First Owner,10.0,150.0,Bajaj
577,55000.0,25000.0,First Owner,5.0,160.0,Honda
578,526300.0,12000.0,First Owner,3.0,650.0,Kawasaki
579,41000.0,15800.0,First Owner,4.0,100.0,Bajaj
584,785000.0,2900.0,First Owner,4.0,1130.0,Benelli
585,22000.0,42554.0,First Owner,6.0,125.0,Honda
586,165147.0,12000.0,First Owner,4.0,390.0,KTM
587,90000.0,13140.0,First Owner,8.0,350.0,Royal Enfield
588,140000.0,9500.0,First Owner,5.0,200.0,KTM
589,16800.0,134200.0,First Owner,10.0,150.0,Honda
590,70000.0,11000.0,First Owner,7.0,350.0,Royal Enfield
591,58000.0,29451.0,First Owner,6.0,150.0,Suzuki
592,32000.0,21884.0,Second Owner,8.0,100.0,Hero
593,230000.0,16150.0,Second Owner,8.0,650.0,Hyosung
594,91800.0,1050.0,First Owner,2.0,160.0,TVS
595,119000.0,10544.0,First Owner,9.0,500.0,Royal Enfield
596,23000.0,30000.0,First Owner,7.0,100.0,Hero
597,210000.0,6013.0,First Owner,3.0,390.0,KTM
598,43000.0,17000.0,First Owner,5.0,150.0,Bajaj
599,45000.0,5800.0,First Owner,7.0,220.0,Bajaj
600,42000.0,6500.0,First Owner,5.0,100.0,Hero
601,440000.0,10800.0,First Owner,3.0,600.0,Benelli
602,72250.0,6282.0,First Owner,5.0,200.0,KTM
603,18200.0,40000.0,First Owner,9.0,125.0,Honda
608,395000.0,5000.0,First Owner,6.0,650.0,Hyosung
609,140000.0,2881.0,First Owner,7.0,250.0,Hyosung
610,700000.0,14200.0,First Owner,13.0,1000.0,Yamaha
611,72000.0,3490.0,First Owner,3.0,200.0,Hero
612,18000.0,39859.0,First Owner,11.0,150.0,Yamaha
613,1000000.0,4400.0,Second Owner,5.0,1200.0,Ducati
614,750000.0,9500.0,First Owner,4.0,1050.0,Triumph
615,29000.0,9000.0,First Owner,9.0,150.0,Honda
616,120000.0,11795.0,First Owner,5.0,350.0,Royal Enfield
617,1260000.0,17000.0,First Owner,4.0,1300.0,Suzuki
618,700000.0,172.0,First Owner,3.0,1130.0,Indian
619,35000.0,26000.0,First Owner,2.0,150.0,Bajaj
620,115000.0,14000.0,First Owner,4.0,350.0,Royal Enfield
621,25000.0,20000.0,First Owner,8.0,100.0,Hero
622,143500.0,5700.0,First Owner,3.0,350.0,Royal Enfield
623,118000.0,10000.0,First Owner,4.0,350.0,Royal Enfield
624,129500.0,6300.0,First Owner,3.0,350.0,Royal Enfield
625,138000.0,7253.0,First Owner,2.0,250.0,Yamaha
626,63000.0,19333.0,First Owner,4.0,220.0,Bajaj
627,200000.0,1255.0,First Owner,2.0,295.0,Jawa
628,77500.0,45.0,First Owner,3.0,150.0,Yamaha
629,99000.0,32158.0,First Owner,6.0,350.0,Royal Enfield
630,27000.0,29858.0,First Owner,4.0,100.0,Bajaj
631,44000.0,27000.0,First Owner,6.0,220.0,Bajaj
632,28000.0,70251.0,First Owner,13.0,150.0,Bajaj
633,22000.0,19000.0,First Owner,9.0,150.0,Yamaha
634,19000.0,23420.0,First Owner,10.0,100.0,Bajaj
635,126999.0,22000.0,First Owner,5.0,200.0,KTM
636,25000.0,41000.0,First Owner,8.0,100.0,TVS
637,90000.0,12500.0,First Owner,3.0,200.0,Bajaj
638,89000.0,800.0,First Owner,2.0,160.0,Honda
639,47000.0,13935.0,First Owner,5.0,150.0,Bajaj
640,119500.0,12000.0,First Owner,4.0,400.0,Bajaj
641,130000.0,20000.0,First Owner,3.0,350.0,Royal Enfield
642,62000.0,11500.0,First Owner,4.0,220.0,Bajaj
643,70000.0,7000.0,First Owner,3.0,180.0,Bajaj
644,31000.0,21447.0,First Owner,7.0,100.0,Bajaj
645,41500.0,15000.0,First Owner,3.0,100.0,Bajaj
646,52500.0,9000.0,First Owner,3.0,100.0,Hero
647,36000.0,2980.0,First Owner,6.0,160.0,TVS
648,40000.0,17600.0,First Owner,5.0,125.0,Honda
659,160000.0,5000.0,First Owner,6.0,250.0,Hyosung
660,470000.0,12000.0,First Owner,3.0,650.0,Kawasaki
664,89000.0,3000.0,First Owner,2.0,160.0,TVS
665,34000.0,26840.0,First Owner,9.0,150.0,Bajaj
666,112000.0,4000.0,First Owner,3.0,150.0,Yamaha
667,27000.0,35000.0,First Owner,7.0,150.0,Honda
668,25000.0,28000.0,First Owner,8.0,100.0,Hero
669,39100.0,16000.0,First Owner,6.0,150.0,Suzuki
670,58500.0,11500.0,Second Owner,5.0,220.0,Bajaj
671,126000.0,20556.0,First Owner,6.0,350.0,Royal Enfield
672,45000.0,40500.0,First Owner,5.0,150.0,Hero
673,48000.0,13000.0,First Owner,5.0,150.0,Bajaj
674,44800.0,30000.0,First Owner,5.0,150.0,Bajaj
675,20300.0,39450.0,First Owner,14.0,135.0,Bajaj
676,62000.0,18500.0,First Owner,5.0,150.0,Bajaj
677,45000.0,23695.0,First Owner,8.0,223.0,Hero
678,45000.0,33000.0,First Owner,5.0,150.0,Bajaj
679,16000.0,50000.0,First Owner,9.0,100.0,Hero
680,43300.0,21000.0,First Owner,8.0,150.0,Honda
681,135000.0,18100.0,First Owner,5.0,500.0,Royal Enfield
682,70000.0,9761.0,Second Owner,5.0,200.0,TVS
683,75700.0,14000.0,First Owner,5.0,223.0,Hero
684,110000.0,28500.0,First Owner,8.0,500.0,Royal Enfield
685,95000.0,11000.0,First Owner,6.0,200.0,Bajaj
686,28000.0,100000.0,First Owner,12.0,150.0,Yamaha
687,113000.0,13000.0,First Owner,5.0,350.0,Royal Enfield
688,40000.0,40600.0,First Owner,7.0,150.0,Honda
689,24000.0,52345.0,First Owner,7.0,110.0,Honda
690,101300.0,22500.0,First Owner,4.0,200.0,Bajaj
691,28000.0,33000.0,First Owner,8.0,125.0,Hero
692,57000.0,500.0,First Owner,4.0,150.0,Bajaj
693,89100.0,13800.0,Second Owner,4.0,200.0,Bajaj
694,108000.0,5000.0,First Owner,5.0,350.0,Royal Enfield
695,93000.0,7500.0,First Owner,3.0,200.0,TVS
696,54000.0,8000.0,First Owner,5.0,150.0,Bajaj
697,119000.0,1403.0,First Owner,4.0,350.0,Royal Enfield
698,21100.0,30000.0,First Owner,16.0,100.0,Hero
699,75000.0,5399.0,First Owner,4.0,220.0,Bajaj
700,22000.0,40000.0,First Owner,13.0,135.0,Bajaj
701,79999.0,10922.0,First Owner,4.0,200.0,Bajaj
702,85000.0,6000.0,First Owner,4.0,150.0,Suzuki
703,52200.0,4500.0,First Owner,4.0,150.0,Suzuki
704,48000.0,27098.0,First Owner,5.0,150.0,Bajaj
705,120000.0,14164.0,First Owner,6.0,350.0,Royal Enfield
706,120000.0,16562.0,First Owner,4.0,350.0,Royal Enfield
707,29500.0,21017.0,First Owner,9.0,100.0,Hero
708,51300.0,2800.0,First Owner,2.0,100.0,Hero
709,35242.0,3000.0,First Owner,5.0,100.0,Hero
710,65000.0,20000.0,First Owner,7.0,220.0,Bajaj
711,110000.0,26000.0,First Owner,6.0,200.0,KTM
712,70000.0,25000.0,First Owner,5.0,200.0,Bajaj
713,68000.0,5800.0,First Owner,4.0,220.0,Bajaj
714,30000.0,26000.0,First Owner,8.0,110.0,Hero
715,30000.0,8000.0,First Owner,5.0,100.0,TVS
716,108000.0,9700.0,First Owner,4.0,250.0,Yamaha
717,150000.0,3300.0,First Owner,4.0,400.0,Bajaj
718,174600.0,9200.0,First Owner,4.0,500.0,Royal Enfield
719,33000.0,44020.0,First Owner,7.0,150.0,Honda
720,91500.0,7000.0,First Owner,6.0,200.0,Bajaj
721,94500.0,10000.0,First Owner,6.0,200.0,Bajaj
722,80000.0,17000.0,First Owner,6.0,200.0,Bajaj
723,90000.0,12000.0,First Owner,3.0,150.0,Suzuki
724,26900.0,31000.0,First Owner,8.0,125.0,Bajaj
725,72378.0,21496.0,First Owner,9.0,350.0,Royal Enfield
726,110000.0,9000.0,First Owner,4.0,350.0,Royal Enfield
727,17500.0,52018.0,First Owner,7.0,100.0,Bajaj
728,308000.0,16000.0,First Owner,3.0,320.0,Yamaha
729,150800.0,7000.0,First Owner,3.0,400.0,Bajaj
730,55000.0,15558.0,First Owner,4.0,150.0,Bajaj
731,110000.0,5700.0,First Owner,6.0,200.0,Bajaj
732,120000.0,28000.0,First Owner,7.0,500.0,Royal Enfield
733,199999.0,6550.0,First Owner,3.0,310.0,TVS
734,58000.0,35000.0,Second Owner,6.0,150.0,Yamaha
735,32000.0,28329.0,First Owner,6.0,110.0,Hero
736,31500.0,26000.0,First Owner,7.0,150.0,Bajaj
737,21000.0,40000.0,First Owner,9.0,150.0,Bajaj
738,20000.0,22500.0,First Owner,12.0,100.0,Hero
739,52000.0,3840.0,First Owner,3.0,125.0,Honda
740,90000.0,2684.0,First Owner,3.0,200.0,TVS
741,154900.0,7050.0,First Owner,3.0,350.0,Royal Enfield
742,125000.0,33000.0,First Owner,4.0,350.0,Royal Enfield
743,95000.0,24500.0,First Owner,3.0,150.0,Yamaha
744,51900.0,25000.0,First Owner,4.0,150.0,Bajaj
745,40000.0,34400.0,First Owner,5.0,160.0,TVS
746,130000.0,25000.0,First Owner,3.0,400.0,Bajaj
747,60000.0,30000.0,First Owner,9.0,150.0,Honda
748,133600.0,3000.0,First Owner,5.0,350.0,Royal Enfield
749,28000.0,36000.0,First Owner,11.0,125.0,Honda
750,20600.0,30000.0,First Owner,9.0,100.0,Hero
751,112000.0,25000.0,First Owner,6.0,350.0,Royal Enfield
752,55000.0,20000.0,First Owner,6.0,160.0,TVS
753,40000.0,14168.0,First Owner,5.0,110.0,Honda
754,21000.0,50000.0,First Owner,10.0,150.0,Hero
755,84000.0,3200.0,First Owner,4.0,150.0,Suzuki
756,160000.0,10500.0,First Owner,5.0,390.0,KTM
757,74700.0,20194.0,First Owner,2.0,160.0,TVS
758,48600.0,20559.0,First Owner,4.0,150.0,Yamaha
759,39300.0,53000.0,First Owner,5.0,160.0,Honda
760,26900.0,53000.0,First Owner,9.0,150.0,Suzuki
761,100000.0,48000.0,First Owner,12.0,500.0,Royal Enfield
762,85000.0,13000.0,First Owner,4.0,250.0,Yamaha
763,30000.0,46700.0,First Owner,10.0,150.0,Hero
764,61000.0,10000.0,First Owner,4.0,150.0,Yamaha
765,69825.0,28261.0,First Owner,4.0,150.0,Yamaha
766,85000.0,23399.0,Third Owner,6.0,350.0,Royal Enfield
767,20000.0,38576.0,First Owner,11.0,135.0,Bajaj
768,23500.0,22000.0,First Owner,10.0,150.0,Hero
769,60000.0,40997.0,First Owner,6.0,150.0,Suzuki
770,75000.0,39000.0,First Owner,5.0,150.0,Yamaha
777,68900.0,16980.0,Second Owner,4.0,150.0,Yamaha
778,59999.0,35958.0,First Owner,5.0,200.0,TVS
779,65000.0,15000.0,First Owner,3.0,150.0,Yamaha
780,183000.0,11439.0,First Owner,7.0,250.0,Hyosung
781,66400.0,12500.0,First Owner,5.0,180.0,TVS
782,31500.0,56423.0,First Owner,8.0,125.0,Honda
783,130000.0,11200.0,First Owner,3.0,350.0,Royal Enfield
784,100000.0,11760.0,First Owner,4.0,200.0,Bajaj
785,26500.0,22000.0,First Owner,10.0,160.0,TVS
786,23000.0,24121.0,First Owner,10.0,100.0,Hero
787,66000.0,1112.0,First Owner,2.0,200.0,Hero
788,75000.0,13000.0,First Owner,6.0,150.0,Yamaha
789,170000.0,4600.0,First Owner,2.0,200.0,KTM
790,45000.0,22000.0,First Owner,6.0,150.0,Bajaj
791,36500.0,9000.0,First Owner,3.0,110.0,Honda
792,40200.0,43000.0,First Owner,7.0,160.0,TVS
793,16000.0,22141.0,First Owner,7.0,150.0,Bajaj
794,19784.0,89748.0,First Owner,13.0,135.0,Bajaj
795,110900.0,4200.0,First Owner,3.0,150.0,Yamaha
796,135000.0,9000.0,First Owner,3.0,350.0,Royal Enfield
797,72500.0,9500.0,First Owner,4.0,160.0,Honda
798,33000.0,14000.0,First Owner,4.0,100.0,Bajaj
799,94300.0,13000.0,First Owner,6.0,200.0,Bajaj
800,22000.0,35000.0,First Owner,11.0,220.0,Bajaj
801,110000.0,23500.0,First Owner,4.0,150.0,Honda
802,118000.0,25000.0,First Owner,7.0,200.0,KTM
803,14800.0,39525.0,First Owner,11.0,100.0,Bajaj
804,133700.0,2000.0,First Owner,3.0,350.0,Royal Enfield
805,23000.0,25000.0,Second Owner,6.0,125.0,Hero
806,20000.0,20000.0,First Owner,10.0,200.0,Bajaj
807,115000.0,25000.0,First Owner,6.0,350.0,Royal Enfield
808,18500.0,20000.0,First Owner,9.0,125.0,Bajaj
809,170000.0,4000.0,First Owner,3.0,400.0,Bajaj
810,114000.0,7500.0,First Owner,4.0,350.0,Royal Enfield
811,36000.0,9500.0,First Owner,5.0,110.0,Hero
812,98000.0,26000.0,First Owner,5.0,350.0,Royal Enfield
813,50000.0,17000.0,First Owner,5.0,150.0,Bajaj
839,117000.0,14640.0,First Owner,5.0,350.0,Royal Enfield
840,26000.0,12340.0,First Owner,5.0,100.0,TVS
841,87500.0,13000.0,First Owner,6.0,350.0,Royal Enfield
842,82000.0,17252.0,First Owner,5.0,200.0,Bajaj
843,45000.0,12699.0,First Owner,5.0,125.0,Hero
844,20400.0,87000.0,First Owner,11.0,150.0,Bajaj
845,355100.0,1710.0,First Owner,4.0,300.0,Kawasaki
846,310000.0,6000.0,First Owner,2.0,300.0,Kawasaki
847,120000.0,5100.0,First Owner,6.0,350.0,Royal Enfield
848,52000.0,15583.0,First Owner,4.0,125.0,Honda
849,67000.0,26000.0,First Owner,3.0,150.0,Bajaj
850,180000.0,200.0,First Owner,2.0,410.0,Royal Enfield
851,22000.0,28938.0,First Owner,9.0,100.0,Hero
852,20000.0,18438.0,First Owner,9.0,110.0,Honda
853,195000.0,6000.0,First Owner,2.0,400.0,Bajaj
854,101900.0,18000.0,First Owner,5.0,350.0,Royal Enfield
855,108000.0,27000.0,First Owner,6.0,350.0,Royal Enfield
860,45000.0,17000.0,First Owner,5.0,160.0,Honda
861,90000.0,12000.0,First Owner,8.0,500.0,Royal Enfield
862,150000.0,21000.0,First Owner,6.0,390.0,KTM
864,45000.0,13400.0,First Owner,4.0,150.0,Hero
865,35000.0,30000.0,Second Owner,5.0,150.0,Yamaha
867,78000.0,14500.0,First Owner,3.0,200.0,TVS
868,21700.0,28000.0,First Owner,8.0,125.0,Bajaj
869,21800.0,28000.0,First Owner,8.0,150.0,Bajaj
870,65500.0,12000.0,First Owner,8.0,150.0,Honda
871,175000.0,2382.0,First Owner,2.0,350.0,Royal Enfield
872,95000.0,27800.0,First Owner,6.0,200.0,KTM
873,89025.0,5800.0,First Owner,6.0,150.0,Yamaha
874,140000.0,5103.0,First Owner,5.0,500.0,Royal Enfield
875,145000.0,2476.0,First Owner,2.0,125.0,KTM
879,63647.0,6750.0,First Owner,5.0,150.0,Bajaj
880,90000.0,31000.0,First Owner,6.0,200.0,KTM
881,89000.0,6500.0,First Owner,8.0,350.0,Royal Enfield
882,44000.0,2525.0,First Owner,4.0,150.0,Bajaj
883,82000.0,37654.0,Second Owner,9.0,500.0,Royal Enfield
884,386000.0,22000.0,First Owner,4.0,750.0,Harley-Davidson
885,19000.0,25000.0,First Owner,10.0,150.0,Hero
886,52000.0,7845.0,First Owner,5.0,150.0,Bajaj
887,115204.0,9000.0,First Owner,4.0,250.0,Yamaha
888,147000.0,15000.0,First Owner,6.0,390.0,KTM
889,85000.0,2500.0,First Owner,2.0,150.0,Bajaj
890,33000.0,50000.0,First Owner,9.0,125.0,Bajaj
891,18600.0,49660.0,First Owner,12.0,100.0,Hero
892,20000.0,18000.0,First Owner,10.0,100.0,Bajaj
898,48000.0,51000.0,First Owner,4.0,160.0,Bajaj
905,101500.0,3000.0,First Owner,8.0,350.0,Royal Enfield
906,61400.0,33000.0,First Owner,9.0,150.0,Yamaha
916,140000.0,5200.0,First Owner,4.0,500.0,Royal Enfield
917,27800.0,20000.0,First Owner,10.0,150.0,Yamaha
918,175000.0,7976.0,First Owner,2.0,250.0,KTM
919,110000.0,17000.0,First Owner,5.0,350.0,Royal Enfield
920,380000.0,6500.0,First Owner,6.0,750.0,Harley-Davidson
921,53200.0,28100.0,First Owner,7.0,200.0,Bajaj
922,65000.0,21000.0,First Owner,8.0,250.0,Honda
923,69600.0,20500.0,First Owner,3.0,220.0,Bajaj
924,72000.0,50000.0,First Owner,4.0,220.0,Bajaj
935,175000.0,8000.0,First Owner,3.0,300.0,Mahindra
936,35000.0,22000.0,First Owner,8.0,100.0,Hero
937,22900.0,12000.0,First Owner,5.0,100.0,TVS
939,19000.0,48568.0,First Owner,14.0,125.0,Yamaha
940,213300.0,9900.0,First Owner,4.0,390.0,KTM
941,115700.0,15000.0,Second Owner,4.0,350.0,Royal Enfield
942,45000.0,4894.0,First Owner,5.0,110.0,Hero
943,200000.0,12000.0,First Owner,3.0,390.0,KTM
944,210000.0,4500.0,First Owner,3.0,390.0,KTM
945,78000.0,29000.0,First Owner,6.0,150.0,Yamaha
946,115000.0,35000.0,First Owner,5.0,300.0,Mahindra
947,60000.0,15252.0,First Owner,6.0,150.0,Honda
950,41000.0,19500.0,Second Owner,4.0,150.0,Bajaj
951,35000.0,41016.0,First Owner,9.0,180.0,Bajaj
952,65000.0,15112.0,First Owner,5.0,220.0,Bajaj
953,110000.0,12300.0,First Owner,5.0,200.0,Bajaj
954,110000.0,46026.0,First Owner,6.0,350.0,Royal Enfield
955,27000.0,101250.0,Third Owner,14.0,223.0,Hero
956,26000.0,25000.0,First Owner,7.0,110.0,Honda
957,30100.0,15823.0,First Owner,5.0,100.0,Hero
958,10669.0,49000.0,First Owner,15.0,100.0,Hero
959,23500.0,26000.0,First Owner,13.0,100.0,Hero
960,37000.0,18110.0,First Owner,6.0,125.0,Honda
961,90000.0,39000.0,First Owner,6.0,200.0,Bajaj
962,155000.0,1650.0,First Owner,2.0,350.0,Royal Enfield
963,41300.0,49000.0,Second Owner,7.0,200.0,Bajaj
964,43000.0,28454.0,Second Owner,4.0,160.0,TVS
965,25300.0,17000.0,First Owner,8.0,150.0,Hero
966,65000.0,7200.0,First Owner,3.0,160.0,Bajaj
967,121700.0,18000.0,First Owner,5.0,200.0,Bajaj
968,18000.0,25000.0,First Owner,9.0,100.0,Bajaj
969,24300.0,29000.0,First Owner,11.0,223.0,Hero
970,18000.0,50000.0,First Owner,17.0,100.0,Bajaj
971,42000.0,15327.0,First Owner,5.0,150.0,Bajaj
972,105000.0,10468.0,First Owner,2.0,250.0,Yamaha
973,60000.0,37000.0,First Owner,7.0,150.0,Yamaha
974,99999.0,55.0,Second Owner,15.0,350.0,Royal Enfield
975,50000.0,8191.0,First Owner,4.0,100.0,Hero
976,40000.0,40000.0,First Owner,6.0,150.0,Hero
977,20500.0,30000.0,First Owner,9.0,100.0,Bajaj
978,31000.0,16278.0,First Owner,5.0,110.0,Hero
979,19000.0,98581.0,First Owner,9.0,150.0,Bajaj
980,19000.0,16206.0,First Owner,9.0,125.0,Bajaj
981,45000.0,27000.0,First Owner,9.0,200.0,Bajaj
982,137000.0,3297.0,First Owner,4.0,400.0,Bajaj
983,114000.0,12000.0,First Owner,4.0,400.0,Bajaj
984,30000.0,23000.0,First Owner,6.0,100.0,Hero
985,25000.0,16954.0,First Owner,6.0,100.0,Bajaj
986,34000.0,8048.0,First Owner,3.0,100.0,TVS
987,115000.0,1954.0,First Owner,3.0,150.0,Yamaha
988,21000.0,23039.0,First Owner,9.0,100.0,Hero
989,30000.0,15059.0,First Owner,3.0,100.0,Bajaj
990,105000.0,21000.0,First Owner,6.0,350.0,Royal Enfield
991,102000.0,9700.0,First Owner,7.0,500.0,Royal Enfield
992,90000.0,8000.0,First Owner,7.0,350.0,Royal Enfield
993,30500.0,22422.0,First Owner,9.0,125.0,Honda
994,30000.0,61743.0,First Owner,8.0,110.0,Honda
995,60000.0,4900.0,First Owner,4.0,150.0,Bajaj
996,80000.0,21700.0,First Owner,5.0,200.0,Bajaj
997,87550.0,15000.0,Second Owner,5.0,500.0,Royal Enfield
998,400000.0,2400.0,First Owner,5.0,650.0,Hyosung
999,35000.0,7830.0,First Owner,4.0,110.0,Hero
1000,55000.0,3500.0,First Owner,5.0,220.0,Bajaj
1001,180000.0,9500.0,First Owner,3.0,500.0,Royal Enfield
1002,175000.0,16786.0,First Owner,3.0,500.0,Royal Enfield
1003,155000.0,5192.0,First Owner,4.0,500.0,Royal Enfield
1004,42000.0,30000.0,First Owner,4.0,150.0,Bajaj
1005,92200.0,39000.0,First Owner,5.0,350.0,Royal Enfield
1006,148000.0,7300.0,First Owner,2.0,350.0,Royal Enfield
1007,22918.0,79685.0,First Owner,5.0,110.0,TVS
1008,15000.0,12800.0,First Owner,12.0,150.0,Bajaj
1009,110000.0,14000.0,Second Owner,4.0,400.0,Bajaj
1010,160000.0,5800.0,First Owner,3.0,350.0,Royal Enfield
1011,40000.0,14500.0,First Owner,5.0,150.0,Bajaj
1012,23000.0,6957.0,First Owner,13.0,100.0,Hero
1013,33000.0,42816.0,First Owner,6.0,150.0,Yamaha
1014,45000.0,30000.0,First Owner,5.0,150.0,Bajaj
1015,13500.0,55239.0,First Owner,12.0,180.0,Bajaj
1016,61000.0,16000.0,Third Owner,9.0,200.0,KTM
1017,24000.0,10000.0,First Owner,5.0,100.0,TVS
1018,25000.0,21539.0,First Owner,4.0,100.0,TVS
1019,25600.0,25000.0,First Owner,7.0,125.0,Honda
1020,70000.0,34000.0,First Owner,7.0,150.0,Honda
1021,699000.0,7200.0,First Owner,7.0,1000.0,Suzuki
1022,63000.0,19443.0,First Owner,5.0,150.0,Bajaj
1023,155000.0,12000.0,First Owner,2.0,350.0,Royal Enfield
1024,123100.0,18000.0,First Owner,4.0,400.0,Bajaj
1025,120000.0,11850.0,First Owner,5.0,200.0,KTM
1026,115600.0,16000.0,First Owner,3.0,150.0,Yamaha
1027,165000.0,18348.0,First Owner,3.0,350.0,Royal Enfield
1028,40000.0,14836.0,First Owner,8.0,150.0,Yamaha
1029,135000.0,17000.0,First Owner,3.0,400.0,Bajaj
1030,178000.0,100.0,First Owner,1.0,125.0,KTM
1031,90000.0,16500.0,First Owner,6.0,200.0,Bajaj
1032,21000.0,9500.0,First Owner,10.0,150.0,Hero
1033,11000.0,21311.0,First Owner,18.0,100.0,Bajaj
1034,88000.0,20000.0,First Owner,5.0,200.0,Bajaj
1037,245500.0,27000.0,First Owner,5.0,300.0,Benelli
1038,57000.0,16056.0,First Owner,4.0,160.0,TVS
1039,155000.0,5862.0,First Owner,2.0,250.0,Suzuki
1040,1000000.0,1470.0,First Owner,4.0,1200.0,Harley-Davidson
1041,55000.0,8351.0,First Owner,2.0,110.0,Honda
1042,59000.0,10800.0,First Owner,5.0,220.0,Bajaj
1043,32000.0,28000.0,First Owner,9.0,150.0,Yamaha
1044,46000.0,7400.0,First Owner,3.0,125.0,Honda
1045,35273.0,3100.0,First Owner,8.0,150.0,Yamaha
1046,22100.0,24000.0,Second Owner,7.0,100.0,Hero
1047,38000.0,22200.0,First Owner,5.0,150.0,Bajaj
1048,37000.0,18377.0,First Owner,7.0,110.0,Hero
1049,31000.0,16257.0,First Owner,5.0,110.0,Suzuki
1050,60000.0,24581.0,First Owner,4.0,150.0,Yamaha
1051,65800.0,9200.0,First Owner,5.0,150.0,Bajaj
1052,60000.0,30000.0,First Owner,4.0,160.0,Honda
1054,85000.0,10000.0,First Owner,3.0,200.0,Bajaj
1055,75000.0,3400.0,First Owner,4.0,200.0,Bajaj
1056,68000.0,14544.0,First Owner,3.0,220.0,Bajaj
1057,86700.0,28154.0,First Owner,4.0,350.0,Royal Enfield
1058,80000.0,13000.0,First Owner,4.0,250.0,Yamaha
1059,32600.0,13330.0,First Owner,4.0,100.0,Hero
1060,100000.0,20000.0,First Owner,4.0,250.0,Yamaha
1061,110000.0,30000.0,First Owner,6.0,350.0,Royal Enfield
1062,60000.0,17423.0,First Owner,4.0,150.0,Honda
1063,30000.0,21358.0,First Owner,5.0,100.0,Hero
1064,57473.0,42000.0,First Owner,10.0,250.0,Honda
1065,16000.0,46589.0,First Owner,11.0,135.0,Bajaj
1066,32000.0,18779.0,First Owner,6.0,125.0,Hero
1067,99000.0,17047.0,First Owner,5.0,350.0,Royal Enfield
1068,34500.0,80000.0,Second Owner,10.0,150.0,Hero
1069,22000.0,12257.0,First Owner,5.0,100.0,TVS
1070,35500.0,17500.0,Second Owner,5.0,150.0,Bajaj
1071,35000.0,15621.0,First Owner,4.0,125.0,Bajaj
1072,35000.0,22000.0,Second Owner,8.0,220.0,Bajaj
1073,35000.0,19000.0,Second Owner,6.0,150.0,Yamaha
